73,I love scooby doo! I watch it all the time. My favorite character is Shaggy.,She's a great character. I love how she's a vampire in the show.
74,She's a great character. I love how she's a vampire in the show.,Vampires are my favorite fictional supernatural creature. Do you have a favorite character?
75,"Thank you. It is hard, but it does get better with time. Do you have any hobbies?",Video games are fun. I like to go to the movies and play board games.
76,"Yes, it is.  You should try it sometime.  It's fun to play with friends.",I like Monopoly.  I think it's one of the most popular board games in the world.
77,Punk rock is a great genre of music. What is your favorite punk band?,I really like Green Day. They are an American rock band formed in 1986.
78,"I don't really have a favorite, but I do know that punk rock has roots in blues rock and psychedelic rock.",Green Day is one of my favorite bands. They were formed by American singer and songwriter Bill Wyman.
79,I really like Green Day. They are an American rock band formed in 1986.,"I really like them too. They formed the band in Dallas, Texas."
80,Green Day is one of my favorite bands. They were formed by American singer and songwriter Bill Wyman.,I like them because they have a unique sound. They incorporate many different styles of music into their music.
81,"I really like them too. They formed the band in Dallas, Texas.",I agree. They are one of the most influential bands in the history of rock and roll.
82,I agree. They are one of the most influential bands in the history of rock and roll.,"Yes, they are an American rock band from Los Angeles, California."
83,I love labradors! They're so sweet and gentle. What's their name?,"Aww, that's so sweet of you to take him in. I bet he's a great dog."
84,I'm sorry to hear that. Do you have any hobbies that you like to do?,I enjoy playing video games as well. I also like to go to the beach and surf.
85,I enjoy playing video games as well. I also like to go to the beach and surf.,I also enjoy spending time with family. What is your favorite game to play with your family?
86,I do! I have a dog and a cat. I love them both so much. What about you?,That's too bad. They're great companions. What kind of cat did you have?
87,I feel the same way. I think it's because I've been working so hard to get where I want to be.,"I like to play video games and go to the movies. What about you, do you have any hobbies?"
88,That's a good way to look at it. What do you like to do for fun?,Video games are a lot of fun. I like to watch movies and listen to music.
89,"I like to play video games and go to the movies. What about you, do you have any hobbies?",That's cool. What kind of music do you listen to? I like rock and roll.
90,Video games are a lot of fun. I like to watch movies and listen to music.,"I like all kinds of music, but my favorite genre is rock. What's your favorite band?"
91,That's cool. What kind of music do you listen to? I like rock and roll.,My favorite band is Led Zeppelin. They were formed in 1962.
92,"I like all kinds of music, but my favorite genre is rock. What's your favorite band?",I've never heard of them. I'll have to look them up. My favorite is the Beatles.
93,My favorite band is Led Zeppelin. They were formed in 1962.,They are an English rock band from Liverpool. Do you like any other bands?
94,I would love to visit Paris someday. What is your favorite cuisine there?,I love italian as well. I would have to say my favorite food is pizza. What about you?
95,"I love Italian food, especially pasta. What's your favorite food in the world?","Pizza is my favorite as well! I also love pasta, especially fettuccine alfredo."
96,"Pizza is my favorite as well! I also love pasta, especially fettuccine alfredo.",It's a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.
97,It's a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.,"You definitely should! It's one of the most popular dishes in the world, so I'm sure you'll love it!"
98,"I love to play video games, especially Call of Duty. What kind of hobbies do you have?",I love to read too! What is your favorite genre of books? Mine is fantasy.
99,"Video games are fun, I enjoy playing them as well. I also like to read.","I like fantasy as well, but my favorite is sci fi. What about you?"
100,I love to read too! What is your favorite genre of books? Mine is fantasy.,I love sci-fi as well! I also love fantasy novels. Do you have a favorite author?
101,My favorite author is Stephen King. Have you read any of his books? What's your favorite?,"I haven't read that one yet, but it's on my list. I love his horror and supernatural fiction."
102,I'm not familiar with them. What kind of music do they play? I like pop punk.,"Oh, I see. Do you have a favorite band? Mine is The Story So Far."
103,Pop punk is a genre of rock music that originated in the United States in the late 1980s.,"I love the story so far. They are an American rock band formed in Los Angeles, California."
104,"Oh, I see. Do you have a favorite band? Mine is The Story So Far.","Yeah, they're pretty good. I like how they incorporate pop elements into their music."
105,"I love the story so far. They are an American rock band formed in Los Angeles, California.","Yes, they are very talented. They have released three studio albums so far!"
106,"Yes, they are very talented. They have released three studio albums so far!",You definitely should. They are one of the most influential bands of the 2000s.
107,"Oh wow, I didn't know that. I'll have to check them out sometime.",I'll definitely have to look them up. I'm always looking for new music to listen to.
108,"I do not know that, but I do know that blue is one of the three primary colours of pigments in painting.","That is interesting, I didn't know that. Do you have any other interesting facts about blue?"
109,"That is interesting, I didn't know that. Do you have any other interesting facts about blue?","Wow, that is really interesting. I wonder if it has something to do with how the eye perceives it."
110,"That's cool. I don't live near any lakes, but I do have a pond in my backyard.",That must be nice. I would love to live near the ocean or lake.
111,I live near a lake and a river. I love swimming in the lake.,It is very nice. We have a lot of lakes and rivers in our area.
112,That must be nice. I would love to live near the ocean or lake.,"That's great. Do you ever go fishing? I love fishing, it's so relaxing."
113,It is very nice. We have a lot of lakes and rivers in our area.,"I have never been fishing before, but I would like to try it someday."
114,"That's great. Do you ever go fishing? I love fishing, it's so relaxing.","It's very relaxing, you should give it a try sometime. What do you like to do in your spare time?"
115,"I have never been fishing before, but I would like to try it someday.",I like to play video games and listen to music. What about you? Do you have any hobbies?
116,"It's very relaxing, you should give it a try sometime. What do you like to do in your spare time?","I like to go fishing, it's a great way to spend time with friends and family. What kind of music do you listen to?"
117,I like to play video games and listen to music. What about you? Do you have any hobbies?,"I listen to a little bit of everything, but my favorite is country music. Do you like fishing?"
118,"That's true, but I think rock music is one of the most popular genres of music.","Yes, I agree. Rock music has been around since the late 1960s and early 1970s."
119,Rock music is a great genre. It has roots in blues rock and psychedelic rock.,I love rock music. It originated in the United States in the 1960's and 1970's.
120,"Yes, I agree. Rock music has been around since the late 1960s and early 1970s.","Yes, rock music is very popular in the U.S. as well as the UK, Australia, and New Zealand."
121,I love rock music. It originated in the United States in the 1960's and 1970's.,Yes it is. It has roots in blues rock and psychedelic rock.
122,Yes it is. It has roots in blues rock and psychedelic rock.,It The Beatles are one of the most influential bands of all time.
123,It The Beatles are one of the most influential bands of all time.,That's right. They formed the Beatlemania in the 1960's.
124,"Yes, I can hold my breath for quite a while. Do you have any hobbies?","Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
125,I like to play video games.  What about you?  What do you like to do?,Outdoor activities are fun.  I enjoy hiking and camping as well.
126,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp.",Camping is a lot of fun. Do you have a favorite place to go camping?
127,Outdoor activities are fun.  I enjoy hiking and camping as well.,I love camping in the mountains.  It's so peaceful.  What about you?
128,Camping is a lot of fun. Do you have a favorite place to go camping?,I like to camp in the woods. It's nice to be away from people for a while.
129,It really is.  I love the solitude.  Do you like to hike?,Me too!  It's so relaxing.  What's your favorite place you've hiked?
130,That's too bad. Do you have any hobbies that take your mind off of work?,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
131,"Yes, I love to play video games. What about you? What are your hobbies?",I love hiking and camping as well. What is your favorite outdoor activity?
132,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp.","Outdoor activities like hiking, camping, and fishing are my favorites."
133,I love hiking and camping as well. What is your favorite outdoor activity?,Have you ever been camping? It is a great way to get away from the city.
134,"Outdoor activities like hiking, camping, and fishing are my favorites.","I have never been, but I would love to go camping in the wilderness."
135,Have you ever been camping? It is a great way to get away from the city.,Camping is a lot of fun. You should try it sometime. It can be very relaxing.
136,That's cool. What do you do for a living? I'm going to be a teacher.,"I'm still in high school, so I don't have a job yet. What grade do you want to teach?"
137,I am a teacher as well.  I love it.  What grade do you want to teach?,I would like to teach kindergarten.  How long have you been a teacher?
138,"I'm still in high school, so I don't have a job yet. What grade do you want to teach?",I've been teaching for about 5 years now. I really enjoy it. What do you like to do in your spare time?
139,I've been teaching for about 5 years now. I really enjoy it. What do you like to do in your spare time?,I enjoy playing video games as well. I also like to go to the beach and surf.
140,I enjoy playing video games as well. I also like to go to the beach and surf.,It is so much fun. You should give it a try. It is a great workout.
141,"No, I have never had a heart attack, but I have had a stroke.",I have no idea. It was a sudden heart attack in my sleep. I was so scared.
142,"Oh, I'm sorry to hear that. I hope you're doing okay. Do you know what caused it?",That's so scary! I'm glad you're okay. Did you go to the doctor?
143,"Yes, I went to the ER and they gave me some antibiotics.","I am feeling a lot better now, thank you for your concern. I was so scared."
144,"Oh no, I'm so sorry to hear that. I hope you're feeling better now.",I'm glad to hear you are feeling better. It's always scary when you're sick.
145,It's going to be a week.  I can't wait.  Do you have any plans?,That sounds like a lot of fun.  What beach are you going to go to?
146,That sounds like a lot of fun.  What beach are you going to go to?,I have never been either.  I hope you have a great time.  Is it your first time?
147,I have never been either.  I hope you have a great time.  Is it your first time?,That sounds like a lot of fun.  Have you ever been to a beach like that before?
148,"Yes, it will be my first time there. I'm really looking forward to it.","No, I've never been to the beach before. I can't wait to go!"
149,That sounds like a lot of fun.  Have you ever been to a beach like that before?,"I hope you have a great time!  I have never been either, but I have always wanted to go."
150,It's beautiful. It's the most populous state in the contiguous United States.,I like to go to the beach and surf. What do you do for fun?
151,I like racing games like F1 and Fortnite. Do you play any video games?,I love to read as well. What is your favorite genre? Mine is science fiction.
152,"No, I don't play many video games. I'm more of a reader than a gamer.","I like sci-fi as well, but my favorite is fantasy. What about you?"
153,That's good to hear. Do you have any hobbies that you like to do with your friends?,I like playing video games too. I also like to go to the movies. What kind of video games do you like?
154,I'm sure you'll figure it out when the time is right. Do you have any hobbies?,I enjoy playing video games as well. I'm currently studying to be a nurse.
155,"Yes, I like to play video games. What about you? What are you studying?",That's great! I hope you enjoy it as much as I do. What kind of nurse are you going to be?
156,"No, I haven't. What kind of music is it? Is it similar to the Beatles?",I'll have to look them up. I'm always looking for new music to listen to.
157,It's a rock band. They were formed in Liverpool in 1962.,"They are pretty good. They are an English rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr."
158,I'll have to look them up. I'm always looking for new music to listen to.,"Oh wow, I didn't know that. Do you have a favorite song of theirs?"
159,"They are pretty good. They are an English rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr.","I really like the song ""Love Me Do"". It was released in 1962."
160,"Oh wow, I didn't know that. Do you have a favorite song of theirs?",I'll have to check it out. I'm a big fan of the Beatles. They were formed in Liverpool in 1960.
161,"I really like the song ""Love Me Do"". It was released in 1962.","Yes, they were. They are one of the most influential bands of all time."
162,"Yes, they were. They are one of the most influential bands of all time.","I know, they have sold more than 350 million albums world wide. That is insane!"
163,I have seen a few skunks in my life. They are very skunky.,"I do not, but I would love to get a dog. I hear they are great companions."
164,"Do you have any pets? I have a dog, he's a beagle.","Yes, they are. They're great for companionship and they can be trained to hunt vermin."
165,"I do not, but I would love to get a dog. I hear they are great companions.",That sounds like a lot of fun. Do you ever take them to the beach?
166,"Yes, they are. They're great for companionship and they can be trained to hunt vermin.","No, I don't live near a beach. I live in a rural area."
167,That sounds like a lot of fun. Do you ever take them to the beach?,That's too bad. The beach is one of my favorite places to go with my family.
168,That's too bad. The beach is one of my favorite places to go with my family.,I can understand that. Do you have any hobbies that you like to do on the beach?
169,"Lizards are cool, but I don't think I could have handled it if it was a snake.","I would love to see a gecko or a lizard in person, but they scare the crap out of me."
170,I love them. They are so cool. I wish I could see one in person.,Geckos scare me too. I think it would be cool to have one as a pet.
171,"I would love to see a gecko or a lizard in person, but they scare the crap out of me.","I think they would make great pets, but I don't know if I could handle one that big."
172,"Yeah, they are pretty big. I'm not sure I could keep one as an pet either.","Yeah, that's true. I guess it depends on how much you want to take care of them."
173,That's pretty cool. Do you have a favorite time of year? I love the sunrise.,I like it too. It's so peaceful and relaxing. What's your favorite thing about it?
174,Me too! The smell of fresh air is one of the best things in the world.,"I know, right? It's a great way to start the day off the right way."
175,That's too bad. I have a cat and a dog. What kind of dog did you have?,I love Labradors! I had one growing up and he was a great dog.
176,I had a labrador retriever. He was the best dog ever.,Labs are great dogs. They were bred to retrieve shot waterfowl.
177,I like playing video games as well.  I also like to read.  What is your favorite genre of video games?,I play on the Playstation 4.  Do you have a favorite game that you play?
178,Thank you! We've been together for a year and a half. I wish you the best of luck!,You're welcome! I'm sure she'll love it. What are you proposing to her?
179,"I've never had a dog, but I've always wanted one. Do you have any other pets?","That's too bad. Cats are great pets, but they can be a lot of work."
180,"That's too bad. Cats are great pets, but they can be a lot of work.",I like to play video games and watch movies. I also like to read. What about you?
181,I'm sorry to hear that. I'm sure he had a great life with you though.,That's great to hear! I'm glad you were able to give him the best life you could.
182,It's never too late to do it now! You should give it a try.,That's a great attitude to have! I'm sure you'll do just fine. I believe in you!
183,You're very welcome! I wish you the best of luck in your future endeavors!,I'm sure you'll do great! Just keep your head up and don't give up!
184,"Yes, I have two dogs and a cat. I also have a parrot.",I have an African grey. They are very intelligent and social birds. They make great pets.
185,"My girls are 10 and 13. They are a handful, but I wouldn't trade them for the world.",I like to take them to the park and play with their toys. What about you?
186,I can't wait to have kids of my own. What do you like to do for fun?,I like to play with toys too. I also like to go to the beach.
187,I like to take them to the park and play with their toys. What about you?,That sounds like a lot of fun. I wish I had a beach house. Do you live near one?
188,I like to play with toys too. I also like to go to the beach.,"No, I live in a rural area. The closest beach to me is about an hour away."
189,That sounds like a lot of fun. I wish I had a beach house. Do you live near one?,That's not too bad. I live near a lake so I can go fishing.
190,"No, I live in a rural area. The closest beach to me is about an hour away.",I love fishing! It's one of my favorite things to do on the weekends.
191,That's not too bad. I live near a lake so I can go fishing.,"I like fishing too, but I don't get to do it as often as I'd like."
192,I love to read as well. What is your favorite genre of books? Mine is science fiction.,Science fiction is one of my favorites as well! Do you have a favorite author?
193,"I like sci-fi as well, but I also like fantasy and mystery.",My favorite author is Stephen King. He has written so many great books. What about you?
194,My favorite author is Stephen King. He has written so many great books. What about you?,"I have not read that one, but I have seen the movie. It was pretty good."
195,"I don't have a specific favorite author, but my favorite book of his is The Shining. Have you read it?","I haven't seen it either, but it's one of my favorite movies of all time."
196,"I haven't seen it either, but it's one of my favorite movies of all time.",I've read a few of his books as well. He's a great writer. Have you read any of his short stories?
197,I work at a restaurant as a server. What kind of restaurant do you work at?,I like to play video games and listen to music. Do you have any favorite bands?
198,I work in a steakhouse.  I love it.  What do you do for fun?,My favorite band is Led Zeppelin.  They were formed in 1962.
199,I like to play video games and listen to music. Do you have any favorite bands?,That's cool. I like them too. My favorite song of theirs is Stairway to Heaven.
200,My favorite band is Led Zeppelin.  They were formed in 1962.,I like that song too.  It was written by Robert Plant and Jimi Hendrix.
201,That's cool. I like them too. My favorite song of theirs is Stairway to Heaven.,That's right. He was a great guitarist and songwriter. What's your favorite song by them?
202,I like that song too.  It was written by Robert Plant and Jimi Hendrix.,I don't really have a favorite song.  I like all of them.  What about you?
203,That's right. He was a great guitarist and songwriter. What's your favorite song by them?,"I don't have a specific favorite, but I do like a lot of their songs. They were one of the most influential bands in the history of rock and roll."
204,Do you have any hobbies? I like to knit and crochet.,Knitting is so relaxing to me. It's a great way to unwind after a long day of work.
205,I love knitting! I've been doing it since I was a little girl.,"I agree, it's very relaxing. Do you ever knit sweaters or hats?"
206,"I've knitted a few hats, but I'm not very good at it.",Knitting is a great way to use yarn to create fabric or other materials.
207,"I'm not scared by a lot of movies, but I do enjoy a good horror movie every now and then.","I don't really have a favorite, I like them all. What's your favorite movie?"
208,I love a good scary movie. What is your favorite horror movie that you have seen recently?,My favorite movie of all time is The Shining. Have you seen it? It is a classic.
209,"I don't really have a favorite, I like them all. What's your favorite movie?","I haven't seen it, but I've heard a lot about it. Is it scary?"
210,My favorite movie of all time is The Shining. Have you seen it? It is a classic.,"Yes, it is very scary. It is based on the Stephen King novel of the same name."
211,"I haven't seen it, but I've heard a lot about it. Is it scary?",I'll have to check it out. I love horror movies. Do you have a favorite?
212,"Yes, it is very scary. It is based on the Stephen King novel of the same name.",I really like The Shining. It was made in 1978 and is one of my favorite movies of all time.
213,It was released in May of 2006 for the Nintendo 64.  I played it a lot as a kid.,"Yes, it was a great game.  It was developed by Nintendo and published by Nintendo Entertainment."
214,"Video games are a lot of fun, I play them a lot with my friends.",I like action and adventure games the most. I also like role playing games like Dungeons and Dragons.
215,That's cool. What kind of games do you play? I'm a big fan of RPGs.,"I've never played D&D, but I've heard a lot about it. Is it a role-playing game?"
216,I like action and adventure games the most. I also like role playing games like Dungeons and Dragons.,It is a role playing game where you play as a character in a fictional setting.
217,It is a role playing game where you play as a character in a fictional setting.,"You should, it is a great way to meet new people and have fun with your friends."
218,"Yes, I love to play basketball. What about you? What do you like to do?",My favorite team is the Seattle Sounders. They are a professional soccer team based in Seattle.
219,My favorite team is the Seattle Sounders. They are a professional soccer team based in Seattle.,"Yes, they are based out of Seattle, Washington. They were founded in 1962."
220,I've never heard of them. Do they play in the Pacific Northwest?,"I'll have to look them up. I'm a big soccer fan, so I'm always interested in new teams."
221,"Yes, they are based out of Seattle, Washington. They were founded in 1962.","They have been around for a long time, since 1963. They are the second-largest soccer team in the United States."
222,"They have been around for a long time, since 1963. They are the second-largest soccer team in the United States.","Yes, they have. They were founded in 1903 and have been one of the best teams in the world since then."
223,I agree. I have a hard time making new friends. Do you have any hobbies?,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
224,I like to play video games. What about you? What kind of hobbies do you have?,I love hiking and camping as well. What is your favorite outdoor activity?
225,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp.","Outdoor activities like hiking, camping, and fishing are my favorites."
226,I love hiking and camping as well. What is your favorite outdoor activity?,Have you ever been camping? It is a great way to get away from the city.
227,"Outdoor activities like hiking, camping, and fishing are my favorites.","I have never been, but I would love to go camping in the wilderness."
228,Have you ever been camping? It is a great way to get away from the city.,Camping is a lot of fun. You should try it sometime. It can be very relaxing.
229,What kind of dogs do you have? I have a poodle and a chihuahua.,I love border collies! They are so smart and trainable. Do you have any hobbies?
230,I have an Australian Shepherd and a Border Collie. I love poodles!,I do! I like to go to the dog park and play with the dogs. What about you?
231,I love border collies! They are so smart and trainable. Do you have any hobbies?,"I love the outdoors, especially hiking and camping. I also like to read."
232,I do! I like to go to the dog park and play with the dogs. What about you?,"I like hiking too, especially in the mountains. What kind of books do you like?"
233,"I love the outdoors, especially hiking and camping. I also like to read.",I like science fiction and fantasy novels. Do you have any favorite authors?
234,"I like hiking too, especially in the mountains. What kind of books do you like?","I don't really have a favorite author, but I do read a lot of non-fiction."
235,I like science fiction and fantasy novels. Do you have any favorite authors?,My favorite author is Stephen King. I love his horror and supernatural fiction. Have you read any of his books?
236,"I do not have a favorite color, but I do love pie! What kind of pie are you making?",I like pumpkin pie the best. I like to bake it in the oven.
237,I like pumpkin pie the best. I like to bake it in the oven.,"It is really good. It is made with pecans, eggs, butter, and sugar."
238,I've never heard of that. I'll have to try it next time I make one.,"I love pecan pie, it's one of my favorite desserts."
239,"It is really good. It is made with pecans, eggs, butter, and sugar.",I love it too! It is one of the most popular pies in the United States.
240,"I love pecan pie, it's one of my favorite desserts.","I know! It's so good, and it's so versatile. It can be sweetened with sugar, brown sugar, maple syrup, or even honey!"
241,I love it too! It is one of the most popular pies in the United States.,"Yes, it can be made with a variety of sweeteners like honey, vanilla, and even cinnamon."
242,"I know! It's so good, and it's so versatile. It can be sweetened with sugar, brown sugar, maple syrup, or even honey!","Wow, I didn't know there were so many varieties of pie! I love pumpkin pie, too."
243,Thank you so much for your kind words. It means a lot to me to hear these things.,"Thank you, I appreciate it. I'm trying to stay positive and keep my head up."
244,You're welcome. I wish you the best of luck in your future endeavors.,I'm glad I could help. I hope you have a great rest of your evening.
245,It really is. I wish there was something I could do to help him. I don't know what to do.,"No, I didn't want to make a scene out of it. I just felt bad."
246,"I know I shouldn't have done it, but I still feel bad about it. I hope he forgives me.",I don't know if I will ever be able to live it down. I feel so ashamed.
